"Year","Quarter","Group","Unit","Inflation Deflator","Adult Population","Working Age Population","Household Population","Real Total Factor Income","Real Factor Income Share","Real Factor Income Per Unit Growth","Real Factor Income Per Unit"
"2008","4","Top 1%","Households","0.7258548133333335","2228355.0020922464","1844024.0657567617","1650890.9792814804","3248855613973.817","0.19425491553747293","1.4785532287912497","1967940.7391200482"
"2009","1","Top 1%","Households","0.7254958933333334","2234971.484056357","1847913.8901326342","1655910.9418008637","3145585643978.724","0.19162166895873806","1.3924935304042128","1899610.3984661063"
"2009","2","Top 1%","Households","0.7242283833333333","2242319.5334652127","1852067.1005153775","1660865.6262069966","3127414757178.8306","0.1890488101368816","1.371576935666866","1883002.8798422825"
"2009","3","Top 1%","Households","0.7250072566666667","2248846.6500039264","1855540.6789586686","1665211.8606504677","3167122300325.744","0.18955461590146558","1.3954194553201602","1901933.546815237"
"2009","4","Top 1%","Households","0.7273970833333333","2254929.8300747448","1858647.4069912415","1669229.2383746367","3219909934008.738","0.18954517504758225","1.4294836155892043","1928980.0705528206"
"2010","1","Top 1%","Households","0.7293746866666666","2261467.252100134","1862444.4144376516","1675351.0062447803","3316075119021.239","0.1934182069657747","1.492899572036992","1979331.5589752523"
"2010","2","Top 1%","Households","0.7329327066666668","2268675.356950983","1866951.0224923238","1682854.919805491","3393484638664.905","0.19563491549149847","1.53971769412389","2016504.5713252174"
"2010","3","Top 1%","Households","0.735147","2274916.243266571","1870660.9545284088","1689642.47282088","3510545116032.883","0.19903405359794651","1.6167725457225317","2077685.174528066"
"2010","4","Top 1%","Households","0.7394533566666667","2280681.8910458954","1873980.1501876293","1696076.9758459385","3551077881556.733","0.20065457317451776","1.6369437906112807","2093700.8945514343"
"2011","1","Top 1%","Households","0.7432709566666666","2287483.2736922693","1878060.4647682582","1702814.8654766262","3542709797024.293","0.19992711159114596","1.620320287050037","2080502.0374500144"
"2011","2","Top 1%","Households","0.74818051","2294876.732236862","1882579.1220580088","1709762.707377733","3619887151503.649","0.20274623225024724","1.6665235610961224","2117186.868027715"
"2011","3","Top 1%","Households","0.7528075566666667","2301214.1697970745","1886228.3133478246","1715926.7269918846","3654356641992.7173","0.20398265624919193","1.6822448771320933","2129669.399344929"
"2011","4","Top 1%","Households","0.7537161533333334","2307144.395784544","1889541.4759330314","1721789.1995391268","3738389009188.197","0.20644595422795217","1.734580709104302","2171223.405390657"
"2012","1","Top 1%","Households","0.7582897766666666","2313808.191170325","1892120.505612646","1727136.2845788829","3815249736136.4165","0.20610267273844834","1.782163166683394","2209003.2907082755"
"2012","2","Top 1%","Households","0.7613438566666667","2320932.589522719","1894412.0997873312","1732295.3383012693","3850253672433.025","0.20760316574223142","1.799327050921014","2222631.203411698"
"2012","3","Top 1%","Households","0.7652913899999999","2326639.3466002545","1895551.6875289576","1736396.5245511557","3829687179574.64","0.20839203888349636","1.7777977822294309","2205537.2292135768"
"2012","4","Top 1%","Households","0.7691701266666667","2331741.4365245416","1896206.3088991204","1740046.7866138115","3918049326566.145","0.21105202164102793","1.8359280439347025","2251691.9411062496"
"2013","1","Top 1%","Households","0.7722471533333334","2337948.058484592","1898239.5819266718","1745334.3465887457","3893985615069.154","0.209648234670981","1.8099716698878103","2231082.8997778823"
"2013","2","Top 1%","Households","0.7744385566666668","2344835.4088999717","1901060.1660479687","1751537.7714287585","3836328364498.2183","0.20616313047663928","1.7585604126106722","2190262.9946534703"
"2013","3","Top 1%","Households","0.7780881933333333","2350749.4322334845","1903087.885839815","1757015.5763146046","3873233546957.194","0.20722187790097574","1.776414519499947","2204438.9356418927"
"2013","4","Top 1%","Households","0.78273815","2356233.594575399","1904765.324305339","1762172.962732303","3863243044411.5156","0.20582297287005283","1.7611482912825556","2192317.738448012"
"2014","1","Top 1%","Households","0.7859984433333334","2362523.519061374","1907304.9882871804","1768446.8626179276","3887587941850.549","0.2057875252398088","1.7686907217689787","2198306.335365679"
"2014","2","Top 1%","Households","0.7904499166666668","2369407.3219402432","1910431.4638101615","1775421.007662517","4041286457638.986","0.2104705897197174","1.8668469945660473","2276241.2071262244"
"2014","3","Top 1%","Households","0.7939010066666667","2375066.0479445686","1912572.683491529","1781475.3070577607","4155242750929.594","0.2133688427472482","1.93766877670934","2332472.8299446865"
"2014","4","Top 1%","Households","0.7952219833333333","2380207.3299065945","1914301.2471831788","1787138.4678293501","4158191294735.838","0.21222552652828586","1.9304377188106583","2326731.459026987"
"2015","1","Top 1%","Households","0.7949394399999999","2386210.389512529","1916411.9383907306","1792438.7458164215","4132055930945.117","0.2098711897971025","1.9034082203087763","2305270.3700973867"
"2015","2","Top 1%","Households","0.7992458333333333","2392672.5027838256","1918732.4522112359","1797580.0130345498","4142132280159.1504","0.20962291871786054","1.902164111837281","2304282.5632927963"
"2015","3","Top 1%","Households","0.8016279533333334","2398224.17273718","1920320.7161454915","1802037.491697113","4118156402064.949","0.20835659646996083","1.8782283595609721","2285277.8707653712"
"2015","4","Top 1%","Households","0.8015515999999999","2403313.6715012137","1921538.2441192216","1806147.7587440207","4093514481409.1484","0.20695669964717486","1.8544950116609333","2266433.8848200007"
"2016","1","Top 1%","Households","0.8009102533333333","2409124.2572264983","1923228.1829803449","1811823.8085053882","4144545742083.5293","0.2081668239760711","1.8810262064213088","2287499.326715688"
"2016","2","Top 1%","Households","0.8065680466666666","2415247.2378397174","1925118.5597971303","1818244.898935728","4094546281030.051","0.206924406005983","1.836218205026426","2251922.3254396087"
"2016","3","Top 1%","Households","0.8088052266666667","2420246.7073773406","1926118.3268576718","1823817.2158049147","4126195596541.469","0.20720201403264227","1.84940862257363","2262395.354525938"
"2016","4","Top 1%","Households","0.8130657500000001","2424740.39779343","1926722.1960406408","1829004.3842108988","4170400967545.599","0.20776862043103694","1.871767656983068","2280148.152485084"
"2017","1","Top 1%","Households","0.8172728600000001","2430096.5683765425","1928027.918470674","1827895.5688194165","4209788221513.0435","0.20874771285489677","1.9006484879365086","2303079.176581199"
"2017","2","Top 1%","Households","0.8198154333333334","2435718.823077069","1929547.9410660118","1823505.6682652272","4245252250853.6274","0.20914720618013288","1.9321259198726743","2328071.869879244"
"2017","3","Top 1%","Households","0.82393084","2440045.3168409863","1930038.7858432317","1818137.8628233438","4273167597335.6587","0.20900313515594934","1.9601202182951727","2350298.998063852"
"2017","4","Top 1%","Households","0.82960395","2443967.258496597","1930208.6550748844","1812465.7935293422","4358481657474.7456","0.21109483568777365","2.0286677806961024","2404724.918414956"
"2018","1","Top 1%","Households","0.83469667","2448836.9946856373","1931165.1460290595","1813285.3675258786","4432952953072.978","0.2129967305602395","2.079024885436093","2444707.839407253"
"2018","2","Top 1%","Households","0.8418586833333334","2453841.989909938","1932248.9586602328","1817099.8344689542","4448267390601.774","0.21352988018877558","2.08317609665766","2448003.8499930725"
"2018","3","Top 1%","Households","0.8446913933333334","2457760.077415571","1932479.9250478416","1820109.31759609","4523637255099.285","0.2146788331233706","2.130232044167835","2485365.692800189"
"2018","4","Top 1%","Households","0.8485319800000001","2461431.424959181","1932521.1217860102","1822935.9153200884","4535456383287.4375","0.21418597118611227","2.1335442154516646","2487995.5160086136"
"2019","1","Top 1%","Households","0.8518151433333333","2466585.8916383763","1933530.3769560205","1824849.7224239113","4505672383911.94","0.2118763522131916","2.1097017506690525","2469064.892602305"
"2019","2","Top 1%","Households","0.8565643000000001","2472745.583439237","1935227.717995418","1826501.1619138326","4512502157790.085","0.21172190706722435","2.111599575617146","2470571.742238491"
"2019","3","Top 1%","Households","0.8593589466666667","2477581.0078124166","1935888.7602027718","1827174.521241892","4534684318285.773","0.21214017913752098","2.125742963824058","2481801.41829235"
"2019","4","Top 1%","Households","0.8625122899999998","2480605.2430645414","1935138.4600327273","1826515.7316604413","4539304176703.223","0.210665674984455","2.130055961787799","2485225.885558977"
"2020","1","Top 1%","Households","0.8659863866666666","2482272.4782039574","1933300.996406554","1824886.5599168905","4457081573495.044","0.20729956031751284","2.0761034994574827","2442388.2949184687"
"2020","2","Top 1%","Households","0.86274135","2483600.4972112826","1931190.8710376185","1823027.6091543015","3782948378976.098","0.19763398151023323","1.6135054070688302","2075091.106673365"
"2020","3","Top 1%","Households","0.8702087566666666","2484893.4608920515","1929062.5746556316","1821151.1205318298","4205772016837.767","0.20583813759392583","1.9086132322240343","2309403.0854559494"
"2020","4","Top 1%","Households","0.8757138433333335","2486191.2165832645","1926947.632707847","1819286.8309613112","4433915643850.543","0.20768111105117215","2.069534254674693","2437172.39546425"
"2021","1","Top 1%","Households","0.8866171266666667","2485771.915863155","1923782.2248742476","1819735.3841967497","4628006641029.609","0.21525208602060983","2.203110841637283","2543230.560454514"
"2021","2","Top 1%","Households","0.9003759800000001","2486972.393783746","1922011.0982854355","1823148.8374882806","4737782117588.055","0.21932400465340268","2.272948663060276","2598680.930578993"
"2021","3","Top 1%","Households","0.9140432866666667","2489450.7405643794","1921229.2310111278","1827497.4918792883","4884933963416.205","0.22342913225224972","2.3665738162862566","2673018.149202948"
"2021","4","Top 1%","Households","0.92928344","2491739.4835508005","1920301.594890602","1831706.4353821657","5032156470977.383","0.22614608384186685","2.4600669268523476","2747250.5275811176"
"2022","1","Top 1%","Households","0.94811225","2493174.6101436415","1920510.2782676064","1833603.7144350505","5047138603248.669","0.22677516127991904","2.46677762682536","2752578.740714286"
"2022","2","Top 1%","Households","0.9689795933333333","2495740.251339602","1922486.6081855486","1835490.6155930122","5080546621057.912","0.2290781466456713","2.486137450727759","2767950.2024675207"
"2022","3","Top 1%","Households","0.9793790366666667","2499329.3057538024","1925251.2798897687","1838130.1861386455","5084538209170.539","0.228641598083959","2.483866317415506","2766146.950587658"
"2022","4","Top 1%","Households","0.98883921","2502945.7544844677","1928037.053611029","1840789.9038369737","5034240331363.826","0.22753316346636196","2.444418829961872","2734826.1313636987"
"2023","1","Top 1%","Households","0.9986047966666667","2505628.7200136236","1930103.759217975","1842763.0911918823","5092465318115.575","0.2286839280497243","2.4805254090672935","2763494.3105040244"
